Workout log file,
Created:,11 Dec 2023,at:,15:47:04
Time,Cadence,Power,HR BPM,Gradient,Speed
1.0047976970672607,0,0,0,0,0
2.013410806655884,0,0,0,0,0
3.01786470413208,0,0,0,0,0
4.03228497505188,0,0,0,0,0
5.035578727722168,0,0,0,0,0
6.036332607269287,0,0,0,0,0
7.038917303085327,0,0,0,0,0
8.043858051300049,0,0,0,0,0
9.049245119094849,0,0,0,0,0
10.052830696105957,0,0,0,0,0
11.06047511100769,0,0,0,0,0
12.067172288894653,0,0,0,0,0
13.071040630340576,0,0,0,0,0
14.071815490722656,0,0,0,0,0
A,V,E,R,A,G,E,:,0,0,0,0,0
M,A,X,:,0,0,0,0,0
